name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Kathmandu,2022-07-12,29.3,21.3,24.5,33,21.3,25.1,20.7,80.4,3.2,100,8.33,rain,0,0,8.3,18.4,226,1010.2,80.8,7.2,292.5,25.2,9,30,2022-07-12T05:16:14,2022-07-12T19:02:19,0.45,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-07-13,29.2,21,24.4,32.5,21,25,21.3,83.8,8.2,100,8.33,rain,0,0,7.6,18.4,247.4,1009,83.4,7.7,209.3,18.1,8,30,2022-07-13T05:16:43,2022-07-13T19:02:04,0.48,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-07-14,29.6,20.2,24.7,32.5,20.2,25.3,21,81.3,1.4,100,8.33,rain,0,0,44.6,22.3,100.9,1009.3,78.6,7.4,283.2,24.3,10,30,2022-07-14T05:17:12,2022-07-14T19:01:48,0.5,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-07-15,31,21,25.7,33.8,21,26.4,20.4,74.5,0,0,0,rain,0,0,6.1,14.8,96,1011.3,56.2,8.2,321,27.7,10,60,2022-07-15T05:17:42,2022-07-15T19:01:31,0.55,"Partially cloudy","Partly cloudy throughout the day.",partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2022-07-16,30,22,25.7,33.3,22,26.4,21.1,76.9,0.6,100,4.17,rain,0,0,6.1,20.5,215.2,1011.5,71.3,8.5,318.8,27.5,9,30,2022-07-16T05:18:12,2022-07-16T19:01:12,0.58,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,remote"
Kathmandu,2022-07-17,30,22,25.6,33.3,22,26.5,20.9,76,0,0,0,rain,0,0,6.1,22.3,178.2,1013.2,54.7,8.5,277,23.9,8,30,2022-07-17T05:18:42,2022-07-17T19:00:52,0.62,"Partially cloudy","Partly cloudy throughout the day.",partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-07-18,27,20.9,24.2,29.2,20.9,24.7,20.9,82.3,7.6,100,8.33,rain,0,0,9.4,23.6,200.5,1011.4,88.6,8.2,277.8,23.9,10,30,2022-07-18T05:19:13,2022-07-18T19:00:31,0.65,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-07-19,28.7,20.8,23.4,30.8,20.8,23.7,20.3,83.6,6.4,100,8.33,rain,0,0,8.3,13,18.7,1010,82.6,6.9,201.4,17.4,8,10,2022-07-19T05:19:43,2022-07-19T19:00:08,0.68,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-07-20,27,21.8,23.6,28.9,21.8,23.6,21.1,86.1,6.2,100,8.33,rain,0,0,8.3,9.5,200.6,1010.1,88.2,6.9,28.9,2.3,2,10,2022-07-20T05:20:15,2022-07-20T18:59:44,0.75,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-07-21,26.1,20.8,22.8,26.1,20.8,22.8,21.2,91.4,90.8,100,8.33,rain,0,0,7.6,16.6,157.6,1011.9,87.2,6.4,16.9,1.5,1,10,2022-07-21T05:20:46,2022-07-21T18:59:19,0.75,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-07-22,26,18.4,22.5,26,18.4,22.5,20.9,90.6,29.4,100,8.33,rain,0,0,6.1,14.8,160.8,1013.5,87.8,7.4,206.8,17.8,8,10,2022-07-22T05:21:17,2022-07-22T18:58:52,0.78,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-07-23,29,20,23.2,30.8,20,23.5,20.5,85.8,51,100,16.67,rain,0,0,6.5,20.5,122.6,1013.7,87.6,7.8,217.3,18.7,9,30,2022-07-23T05:21:49,2022-07-23T18:58:24,0.82,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-07-24,28.1,20,23,30.5,20,23.3,20.6,87.2,50.2,100,16.67,rain,0,0,5.8,16.6,183.8,1013.6,89.4,8,256.4,22.1,9,10,2022-07-24T05:22:21,2022-07-24T18:57:55,0.85,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-07-25,27.7,20,23.2,30.1,20,23.7,20.4,84.9,13.8,100,8.33,rain,0,0,6.5,27.7,209.2,1015.2,87.2,8.4,235.4,20.4,8,10,2022-07-25T05:22:53,2022-07-25T18:57:24,0.88,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-07-26,26.5,19,22.4,26.5,19,22.4,20.5,89.4,41.2,100,8.33,rain,0,0,8.3,11.2,139.8,1015.7,88.3,7.5,187.1,16.1,7,10,2022-07-26T05:23:25,2022-07-26T18:56:52,0.92,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-07-27,27,19.9,22.8,28.9,19.9,22.8,20.6,88.2,86.8,100,16.67,rain,0,0,6.5,13,152.1,1015.1,87.8,6.5,143.8,12.4,7,10,2022-07-27T05:23:57,2022-07-27T18:56:19,0.95,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-07-28,27.5,19.8,23,29.4,19.8,23.3,20.2,85.4,23.2,100,16.67,rain,0,0,6.8,14.8,238.6,1015.7,89.6,6.6,99.7,8.7,7,10,2022-07-28T05:24:29,2022-07-28T18:55:45,0,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-07-29,27.4,21,23.2,29,21,23.3,20.7,86.3,0,0,0,rain,0,0,5,18.4,141.6,1014.3,87.7,7.3,158.1,13.6,5,10,2022-07-29T05:25:01,2022-07-29T18:55:09,0.02,"Partially cloudy","Partly cloudy throughout the day.",partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2022-07-30,27,21,23.3,28.9,21,23.4,20.5,85.3,0,0,0,rain,0,0,7.9,20.5,172.9,1012.2,89.3,6.9,196.3,17,7,10,2022-07-30T05:25:34,2022-07-30T18:54:32,0.05,"Partially cloudy","Partly cloudy throughout the day.",partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-07-31,25,21,22.2,25,21,22.2,21.2,94.6,74.4,100,8.33,rain,0,0,5.8,13,70.6,1009.2,88.5,6.3,110.6,9.5,6,10,2022-07-31T05:26:06,2022-07-31T18:53:54,0.09,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-01,25,20.6,22.5,25,20.6,22.5,21,91.6,24.1,100,8.33,rain,0,0,6.1,11.1,248.7,1009.2,88.7,6.2,57.9,4.9,4,10,2022-08-01T05:26:38,2022-08-01T18:53:15,0.12,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-02,25.3,18.6,22.7,25.3,18.6,22.7,20.8,89.6,9.5,100,8.33,rain,0,0,7.2,11.1,144.6,1009.9,89.3,8.4,55.2,4.8,2,10,2022-08-02T05:27:10,2022-08-02T18:52:35,0.16,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-08-03,26.4,21,23.3,26.4,21,23.3,21.1,88,5.1,100,4.17,rain,0,0,5.8,14.8,202.6,1012.5,86.1,7,196.9,17,7,30,2022-08-03T05:27:43,2022-08-03T18:51:53,0.19,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-04,25.7,21,23,25.7,21,23,21,88.8,3.2,100,4.17,rain,0,0,5.8,16.6,211.4,1013.4,85.4,6.5,167.8,14.6,6,10,2022-08-04T05:28:15,2022-08-04T18:51:10,0.23,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-05,29.1,20.9,24.4,32,20.9,24.9,21.2,83.4,0,0,0,rain,0,0,9.4,22.3,250.8,1011.2,80.9,7.1,263.1,22.8,9,30,2022-08-05T05:28:47,2022-08-05T18:50:26,0.25,"Partially cloudy","Partly cloudy throughout the day.",partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-06,28.5,19.3,23.3,31,19.3,23.6,20.6,85.7,38,100,8.33,rain,0,0,7.6,14.8,212.9,1009.1,89.4,8.3,239,20.7,8,30,2022-08-06T05:29:19,2022-08-06T18:49:41,0.3,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-08-07,29.8,21.8,24.6,33.7,21.8,25.3,21.5,83.8,1.3,100,4.17,rain,0,0,8.6,20.5,249,1009.7,76.7,7.4,280.1,24.3,10,30,2022-08-07T05:29:51,2022-08-07T18:48:55,0.33,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-08,30.4,19,24.5,34,19,25.2,21.3,83.1,1.8,100,4.17,rain,0,0,7.9,20.5,203.1,1008.6,68,8,311.9,26.9,10,30,2022-08-08T05:30:22,2022-08-08T18:48:08,0.37,"Rain, Partially cloudy","Partly cloudy throughout the day with early morning rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-08-09,30.4,21,25,33,21,26,21.4,81.8,8,100,4.17,rain,0,0,7.9,26.6,219.9,1008.9,73.9,7.6,239,20.7,8,30,2022-08-09T05:30:54,2022-08-09T18:47:20,0.4,"Rain, Partially cloudy","Partly cloudy throughout the day with morning rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-10,29.2,19.7,24.1,32.1,19.7,24.8,21.5,86.7,76.1,100,4.17,rain,0,0,9,24.1,222.3,1007.6,87.4,7.4,193.4,16.7,9,30,2022-08-10T05:31:25,2022-08-10T18:46:31,0.44,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-08-11,29.7,20.8,24.8,33.3,20.8,25.7,21.2,81.2,0.5,100,4.17,rain,0,0,8.3,22.3,221.7,1010,65.6,7.8,285.9,24.7,9,30,2022-08-11T05:31:57,2022-08-11T18:45:41,0.47,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-12,30,20.5,24.9,33.7,20.5,25.7,20.7,78,0,0,0,rain,0,0,7.9,20.5,207.7,1010,59.5,8.1,241.5,20.7,9,30,2022-08-12T05:32:28,2022-08-12T18:44:50,0.5,"Partially cloudy","Partly cloudy throughout the day.",partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-13,30.7,22,24.8,34.9,22,25.5,21.4,82.6,4,100,4.17,rain,0,0,7.6,24.1,220,1009.6,79.3,7.3,195.6,17,6,60,2022-08-13T05:32:59,2022-08-13T18:43:57,0.54,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-14,28.2,20,23.5,31.4,20,23.7,21.1,87.3,32,100,4.17,rain,0,0,7.6,11.2,275.6,1011.9,86.3,6.9,99.6,8.4,3,10,2022-08-14T05:33:30,2022-08-14T18:43:04,0.57,"Rain, Partially cloudy","Partly cloudy throughout the day with morning rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-15,29,18.4,24.2,30.3,18.4,24.7,19.4,75.5,1,100,4.17,rain,0,0,7.9,20.5,129.2,1013.1,46.2,10.5,292.2,25.4,9,30,2022-08-15T05:34:01,2022-08-15T18:42:10,0.6,"Rain, Partially cloudy","Becoming cloudy in the afternoon with morning rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-08-16,29,18.3,24.2,31.4,18.3,24.9,20,78.1,0.2,100,8.33,rain,0,0,8.3,16.6,219,1013.5,60.6,10.5,242.4,20.8,8,30,2022-08-16T05:34:32,2022-08-16T18:41:16,0.64,"Rain, Partially cloudy","Partly cloudy throughout the day with early morning rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-08-17,28.5,19.5,24.6,31.3,19.5,25.1,20.5,78.7,0.2,100,4.17,rain,0,0,8.3,16.9,258.1,1012.1,75.6,8.1,239.3,20.6,9,30,2022-08-17T05:35:02,2022-08-17T18:40:20,0.67,"Rain, Partially cloudy","Partly cloudy throughout the day with early morning rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-08-18,31.2,21.8,25.4,35,21.8,26.4,21.4,79.5,1.4,100,4.17,rain,0,0,7.6,20.5,240.5,1009.6,76.1,7.8,260.6,22.7,9,30,2022-08-18T05:35:32,2022-08-18T18:39:23,0.7,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-19,29,20.4,23.7,32.3,20.4,24.2,20.6,83.9,25.6,100,8.33,rain,0,0,9.4,22.3,151.3,1011.1,86.4,7.8,232,20,7,30,2022-08-19T05:36:02,2022-08-19T18:38:26,0.75,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-20,28.5,20,23.4,30.8,20,23.7,20.4,84.3,37,100,4.17,rain,0,0,6.5,16.6,231.3,1011.5,85.1,7.6,255.8,22,9,30,2022-08-20T05:36:32,2022-08-20T18:37:28,0.77,"Rain, Partially cloudy","Partly cloudy throughout the day with morning rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-21,29.3,18.3,24.8,33.1,18.3,25.6,20.4,77.5,0.1,100,4.17,rain,0,0,6.5,22.3,194.2,1010.2,63.3,9.3,292.4,25.1,10,30,2022-08-21T05:37:02,2022-08-21T18:36:29,0.8,"Rain, Partially cloudy","Partly cloudy throughout the day with morning rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-08-22,30,17.9,24.3,32.5,17.9,25,19.6,75.9,0.2,100,4.17,rain,0,0,5.8,24.1,203.5,1009.9,43.9,10.9,275.2,23.7,8,30,2022-08-22T05:37:32,2022-08-22T18:35:29,0.83,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-08-23,30,20.2,23.7,32.6,20.2,24.1,20.4,82.9,29.3,100,4.17,rain,0,0,7.2,14.8,241.6,1011.9,68.6,9.1,185,16,7,30,2022-08-23T05:38:01,2022-08-23T18:34:29,0.87,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-08-24,29.8,21,24.3,35.8,21,25.1,21.1,83.2,6.7,100,4.17,rain,0,0,7.6,25.9,223,1015.3,69.3,7.9,253.3,21.9,9,30,2022-08-24T05:38:31,2022-08-24T18:33:28,0.9,"Rain, Partially cloudy","Partly cloudy throughout the day with morning rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-25,30,21,24.8,33.3,21,25.5,20.6,78.4,0,0,0,rain,0,0,7.2,20.5,231.4,1013.1,61.1,8.6,198,17,7,60,2022-08-25T05:39:00,2022-08-25T18:32:26,0.93,"Partially cloudy","Partly cloudy throughout the day.",partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-26,27,19.5,24,28.9,19.5,24.2,20.6,81.8,0.2,100,4.17,rain,0,0,7.6,16.3,258.6,1011.4,80.5,7.9,177.3,15.2,6,30,2022-08-26T05:39:29,2022-08-26T18:31:23,0.96,"Rain, Partially cloudy","Partly cloudy throughout the day with morning rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-08-27,29,22.3,24.3,30.8,22.3,24.5,20.7,81.1,0,0,0,rain,0,0,7.2,21.8,260.7,1010.9,86.1,7,257,22.1,8,30,2022-08-27T05:39:57,2022-08-27T18:30:20,0,"Partially cloudy","Partly cloudy throughout the day.",partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-28,26,18,22.7,26,18,22.7,20.4,87.4,7,100,8.33,rain,0,0,11.2,11.2,137.8,1012.2,87,7.5,35.5,3.1,1,10,2022-08-28T05:40:26,2022-08-28T18:29:17,0.03,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-08-29,28.6,19.4,23.9,30.9,19.4,24.3,19.7,78.8,4,100,4.17,rain,0,0,7.6,14.8,227,1016,61.8,8.1,267.2,23.1,9,10,2022-08-29T05:40:55,2022-08-29T18:28:12,0.07,"Rain, Partially cloudy","Partly cloudy throughout the day with morning rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-08-30,29.6,18.3,24.4,33,18.3,25,20.4,79.7,0.3,100,8.33,rain,0,0,9,14.8,238.7,1015.5,79.1,9,190.8,16.4,9,30,2022-08-30T05:41:23,2022-08-30T18:27:08,0.1,"Rain, Partially cloudy","Partly cloudy throughout the day with early morning rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-08-31,25.8,20.9,23.2,25.8,20.9,23.2,20.5,85.2,2,100,4.17,rain,0,0,6.5,14.8,272.5,1014.3,86.4,6.9,223,19.3,7,10,2022-08-31T05:41:51,2022-08-31T18:26:02,0.14,"Rain, Partially cloudy","Partly cloudy throughout the day with morning rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-09-01,27,21,23.1,28.2,21,23.2,20.2,84.4,0.1,100,4.17,rain,0,0,6.1,13,265.5,1015,82.1,6.9,104.4,8.9,6,10,2022-09-01T05:42:19,2022-09-01T18:24:57,0.17,"Rain, Partially cloudy","Partly cloudy throughout the day with morning rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-09-02,26.2,19,22.8,26.2,19,22.8,19.7,82.8,1,100,4.17,rain,0,0,5.8,16.5,280.8,1015.3,82.4,8.1,115.9,10.1,4,10,2022-09-02T05:42:47,2022-09-02T18:23:50,0.21,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-09-03,28.7,18.9,23.7,31,18.9,24,19.8,80.2,0.5,100,4.17,rain,0,0,7.6,13,254,1011.1,85.4,8.2,193.1,16.7,9,10,2022-09-03T05:43:15,2022-09-03T18:22:44,0.25,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-09-04,28.3,17.8,23.2,30.5,17.8,23.5,19.9,82.4,16.6,100,8.33,rain,0,0,7.6,20.5,205.2,1011.1,77.7,8.1,287.8,25,10,10,2022-09-04T05:43:43,2022-09-04T18:21:37,0.28,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-09-05,28.5,20.6,24,31,20.6,24.3,20.4,80.8,0.3,100,4.17,rain,0,0,7.9,18.4,223.4,1012.8,82.6,7,259.9,22.6,8,10,2022-09-05T05:44:11,2022-09-05T18:20:29,0.32,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-09-06,29,20.9,24,31.9,20.9,24.4,20.2,80.5,3,100,4.17,rain,0,0,6.8,26.5,217.4,1014.3,84.8,7.3,270.3,23.4,9,30,2022-09-06T05:44:38,2022-09-06T18:19:21,0.35,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-09-07,27,18,22.1,28.9,18,22.2,20.3,89.6,40.4,100,8.33,rain,0,0,6.8,14.7,94.9,1016.4,89.2,7.4,234.1,20,8,30,2022-09-07T05:45:06,2022-09-07T18:18:13,0.39,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-09-08,24.1,17.5,21.7,24.1,17.5,21.7,19.9,89.9,1.6,100,4.17,rain,0,0,5.8,13,71.1,1017.7,75.7,7.6,246,21.4,8,30,2022-09-08T05:45:34,2022-09-08T18:17:05,0.42,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-09-09,27,19.9,22.1,28.5,19.9,22.1,20,88.8,0,0,0,rain,0,0,6.1,20.6,111.2,1018.1,81.8,6.2,164.6,14.1,7,10,2022-09-09T05:46:01,2022-09-09T18:15:56,0.46,"Partially cloudy","Partly cloudy throughout the day.",partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2022-09-10,27,18.8,22.2,28.2,18.8,22.3,19.4,84.8,25,100,8.33,rain,0,0,4.3,20.6,51.2,1017,86.6,8.3,210.4,18.1,7,10,2022-09-10T05:46:28,2022-09-10T18:14:47,0.5,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-09-11,27.5,17.6,21.9,29.4,17.6,22.1,19.8,88.7,5.4,100,4.17,rain,0,0,7.9,18.4,111.2,1014.3,86.1,7.8,196.5,16.9,9,10,2022-09-11T05:46:56,2022-09-11T18:13:37,0.53,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-09-12,28,16.7,22.7,29.7,16.7,23,19.4,82.6,0.3,100,4.17,rain,0,0,7.2,18.4,207.1,1012.2,73.6,8.3,230.8,19.9,8,30,2022-09-12T05:47:23,2022-09-12T18:12:28,0.56,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-09-13,25,20,22.2,25,20,22.2,19.4,84.5,5.2,100,4.17,rain,0,0,7.9,17.7,162.5,1013.9,86.7,7.1,172.6,14.9,8,10,2022-09-13T05:47:50,2022-09-13T18:11:18,0.59,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-09-14,25.7,19,21.7,25.7,19,21.7,19.5,87.8,9.4,100,8.33,rain,0,0,5.8,28.8,192.8,1015.1,86.4,7.8,186,16.1,7,10,2022-09-14T05:48:18,2022-09-14T18:10:08,0.62,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-09-15,25.6,18.1,21.7,25.6,18.1,21.7,19.8,89.3,19.5,100,8.33,rain,0,0,5.4,11.2,150.1,1013.2,87.3,8.7,36.8,3.2,2,10,2022-09-15T05:48:45,2022-09-15T18:08:58,0.66,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-09-16,25.4,17.9,21.7,25.4,17.9,21.7,19.7,89.3,3.3,100,4.17,rain,0,0,10.1,23.6,170.8,1010.1,88.5,8.3,66.8,6,3,10,2022-09-16T05:49:12,2022-09-16T18:07:48,0.69,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-09-17,24,17.4,21.5,24,17.4,21.5,19.9,90.9,7.7,100,4.17,rain,0,0,13,18,150.9,1011.4,87.8,6.9,74.6,6.5,4,10,2022-09-17T05:49:40,2022-09-17T18:06:38,0.72,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-09-18,27.6,18.2,23,29.8,18.2,23.1,20,84,0.1,100,4.17,rain,0,0,6.1,21.6,252.9,1013.1,79,8.9,123.5,10.8,7,30,2022-09-18T05:50:07,2022-09-18T18:05:28,0.75,"Rain, Partially cloudy","Partly cloudy throughout the day with early morning rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-09-19,28.5,19.8,23,30.9,19.8,23.5,20.1,84.8,0.3,100,4.17,rain,0,0,8.3,21.6,195.9,1014.8,76.9,7.2,243.2,21,8,30,2022-09-19T05:50:35,2022-09-19T18:04:17,0.79,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-09-20,28,18.5,22.8,29.3,18.5,23,20.1,85.9,0.2,100,4.17,rain,0,0,7.2,18.4,218.6,1013.9,83.1,7.7,224.2,19.3,8,30,2022-09-20T05:51:02,2022-09-20T18:03:07,0.82,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-09-21,28.5,20.8,23.5,31,20.8,23.8,20.4,83.9,0.3,100,4.17,rain,0,0,4.7,22.3,210.2,1014.5,72.3,7.3,215,18.7,7,30,2022-09-21T05:51:30,2022-09-21T18:01:57,0.85,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-09-22,28.7,19.8,23.3,31.3,19.8,23.7,19.7,81,0,0,0,rain,0,0,5.8,20.5,184.9,1014.5,65.3,8,253,21.8,8,30,2022-09-22T05:51:58,2022-09-22T18:00:47,0.88,"Partially cloudy","Partly cloudy throughout the day.",partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2022-09-23,28.5,20,23.3,30.9,20,23.6,20.3,84.1,28,100,8.33,rain,0,0,6.1,18.4,187.4,1013.7,84.1,7,238.5,20.7,8,30,2022-09-23T05:52:26,2022-09-23T17:59:36,0.91,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,44449099999"
Kathmandu,2022-09-24,28,17,22.7,30,17,23,19.2,81.2,12.3,100,8.33,rain,0,0,5.8,20.5,198.1,1013.5,77.1,8,206.9,17.9,7,30,2022-09-24T05:52:54,2022-09-24T17:58:26,0.95,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-09-25,28,17.1,22.2,29.5,17.1,22.2,19.2,84.1,20.9,100,8.33,rain,0,0,6.8,24.1,256.3,1014.7,84,7.7,245.6,21.3,8,30,2022-09-25T05:53:22,2022-09-25T17:57:17,0.98,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.",rain,"44454099999,VNKT,remote,44449099999"
Kathmandu,2022-09-26,25.5,20,22.3,25.5,20,22.3,18.9,81.8,0,0,0,rain,0,0,7.9,16.5,260.8,1015.9,79.5,7,234.1,20.3,8,10,2022-09-26T05:53:50,2022-09-26T17:56:07,0,"Partially cloudy","Partly cloudy throughout the day.",partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2022-09-27,27,15.9,22.1,27.9,15.9,22.1,18.3,80.3,6,100,4.17,rain,0,0,6.8,20.5,210.8,1013.8,67,9.2,206.5,17.8,7,10,2022-09-27T05:54:19,2022-09-27T17:54:57,0.05,"Rain, Partially cloudy","Partly cloudy throughout the day with morning rain.",rain,"44454099999,VNKT,remote,44449099999"
